round,client_id,weights,dominant_head_id,entropy
1,12162-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
1,12163-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
1,12164-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
1,12165-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
1,12166-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
1,12167-0,"[0.25, 0.25, 0.25, 0.25]",0,1.3862943649291992
2,12162-0,"[0.23527491092681885, 0.28113001585006714, 0.12965808808803558, 0.353937029838562]",3,1.3296639919281006
2,12163-0,"[0.3611871004104614, 0.15542390942573547, 0.24329425394535065, 0.24009479582309723]",0,1.3435959815979004
2,12164-0,"[0.2207539826631546, 0.3583245873451233, 0.09491696208715439, 0.3260044455528259]",1,1.2901549339294434
2,12165-0,"[0.30532872676849365, 0.07533806562423706, 0.4532819986343384, 0.1660512238740921]",2,1.2138320207595825
2,12166-0,"[0.17998646199703217, 0.4182676076889038, 0.06951853632926941, 0.3322273790836334]",1,1.2246710062026978
2,12167-0,"[0.19285188615322113, 0.3746240735054016, 0.10071155428886414, 0.33181244134902954]",1,1.2824532985687256
3,12162-0,"[0.2560451626777649, 0.24015215039253235, 0.2585070729255676, 0.2452956587076187]",2,1.3858376741409302
3,12163-0,"[0.25618776679039, 0.20832884311676025, 0.31481507420539856, 0.22066830098628998]",2,1.372984766960144
3,12164-0,"[0.2550969123840332, 0.2544991374015808, 0.23494577407836914, 0.25545817613601685]",3,1.3856806755065918
3,12165-0,"[0.24921487271785736, 0.17921775579452515, 0.37493839859962463, 0.19662900269031525]",2,1.3419885635375977
3,12166-0,"[0.2530512511730194, 0.26670223474502563, 0.21657401323318481, 0.26367253065109253]",1,1.383021354675293
3,12167-0,"[0.25341475009918213, 0.2569679021835327, 0.2319849282503128, 0.25763240456581116]",3,1.3853943347930908
4,12162-0,"[0.2501063942909241, 0.24699439108371735, 0.2551400363445282, 0.24775922298431396]",2,1.3862136602401733
4,12163-0,"[0.24946355819702148, 0.23973341286182404, 0.26873689889907837, 0.2420661598443985]",2,1.3852674961090088
4,12164-0,"[0.2503240406513214, 0.250251442193985, 0.24914202094078064, 0.25028249621391296]",0,1.3862924575805664
4,12165-0,"[0.24854974448680878, 0.23292510211467743, 0.2818431258201599, 0.23668202757835388]",2,1.3833850622177124
4,12166-0,"[0.25043901801109314, 0.25302407145500183, 0.24414187669754028, 0.25239506363868713]",1,1.386195182800293
4,12167-0,"[0.25031980872154236, 0.2507860064506531, 0.24813884496688843, 0.2507553696632385]",1,1.3862848281860352
5,12162-0,"[0.249949112534523, 0.24930894374847412, 0.2512805759906769, 0.24946138262748718]",2,1.3862895965576172
5,12163-0,"[0.24978500604629517, 0.24767272174358368, 0.2543668746948242, 0.24817538261413574]",2,1.3862388134002686
5,12164-0,"[0.2500193119049072, 0.2500452995300293, 0.24989654123783112, 0.25003886222839355]",1,1.3862943649291992
5,12165-0,"[0.24961860477924347, 0.2461414933204651, 0.25726765394210815, 0.2469722181558609]",2,1.386141061782837
5,12166-0,"[0.2500746548175812, 0.25067371129989624, 0.24872247874736786, 0.25052914023399353]",1,1.3862895965576172
