round,client_id,weights,dominant_head_id,entropy
1,12162-0,[1.0],0,-0.0
1,12163-0,[1.0],0,-0.0
1,12164-0,[1.0],0,-0.0
1,12165-0,[1.0],0,-0.0
1,12166-0,[1.0],0,-0.0
1,12167-0,[1.0],0,-0.0
2,12162-0,[1.0],0,-0.0
2,12163-0,[1.0],0,-0.0
2,12164-0,[1.0],0,-0.0
2,12165-0,[1.0],0,-0.0
2,12166-0,[1.0],0,-0.0
2,12167-0,[1.0],0,-0.0
3,12162-0,[1.0],0,-0.0
3,12163-0,[1.0],0,-0.0
3,12164-0,[1.0],0,-0.0
3,12165-0,[1.0],0,-0.0
3,12166-0,[1.0],0,-0.0
3,12167-0,[1.0],0,-0.0
4,12162-0,[1.0],0,-0.0
4,12163-0,[1.0],0,-0.0
4,12164-0,[1.0],0,-0.0
4,12165-0,[1.0],0,-0.0
4,12166-0,[1.0],0,-0.0
4,12167-0,[1.0],0,-0.0
5,12162-0,[1.0],0,-0.0
5,12163-0,[1.0],0,-0.0
5,12164-0,[1.0],0,-0.0
5,12165-0,[1.0],0,-0.0
5,12166-0,[1.0],0,-0.0
5,12167-0,[1.0],0,-0.0
6,12162-0,[1.0],0,-0.0
6,12163-0,[1.0],0,-0.0
6,12164-0,[1.0],0,-0.0
6,12165-0,[1.0],0,-0.0
6,12166-0,[1.0],0,-0.0
6,12167-0,[1.0],0,-0.0
7,12162-0,[1.0],0,-0.0
7,12163-0,[1.0],0,-0.0
7,12164-0,[1.0],0,-0.0
7,12165-0,[1.0],0,-0.0
7,12166-0,[1.0],0,-0.0
7,12167-0,[1.0],0,-0.0
8,12162-0,[1.0],0,-0.0
8,12163-0,[1.0],0,-0.0
8,12164-0,[1.0],0,-0.0
8,12165-0,[1.0],0,-0.0
8,12166-0,[1.0],0,-0.0
8,12167-0,[1.0],0,-0.0
9,12162-0,[1.0],0,-0.0
9,12163-0,[1.0],0,-0.0
9,12164-0,[1.0],0,-0.0
9,12165-0,[1.0],0,-0.0
9,12166-0,[1.0],0,-0.0
9,12167-0,[1.0],0,-0.0
10,12162-0,[1.0],0,-0.0
10,12163-0,[1.0],0,-0.0
10,12164-0,[1.0],0,-0.0
10,12165-0,[1.0],0,-0.0
10,12166-0,[1.0],0,-0.0
10,12167-0,[1.0],0,-0.0
11,12162-0,[1.0],0,-0.0
11,12163-0,[1.0],0,-0.0
11,12164-0,[1.0],0,-0.0
11,12165-0,[1.0],0,-0.0
11,12166-0,[1.0],0,-0.0
11,12167-0,[1.0],0,-0.0
12,12162-0,[1.0],0,-0.0
12,12163-0,[1.0],0,-0.0
12,12164-0,[1.0],0,-0.0
12,12165-0,[1.0],0,-0.0
12,12166-0,[1.0],0,-0.0
12,12167-0,[1.0],0,-0.0
13,12162-0,[1.0],0,-0.0
13,12163-0,[1.0],0,-0.0
13,12164-0,[1.0],0,-0.0
13,12165-0,[1.0],0,-0.0
13,12166-0,[1.0],0,-0.0
13,12167-0,[1.0],0,-0.0
14,12162-0,[1.0],0,-0.0
14,12163-0,[1.0],0,-0.0
14,12164-0,[1.0],0,-0.0
14,12165-0,[1.0],0,-0.0
14,12166-0,[1.0],0,-0.0
14,12167-0,[1.0],0,-0.0
15,12162-0,[1.0],0,-0.0
15,12163-0,[1.0],0,-0.0
15,12164-0,[1.0],0,-0.0
15,12165-0,[1.0],0,-0.0
15,12166-0,[1.0],0,-0.0
15,12167-0,[1.0],0,-0.0
16,12162-0,[1.0],0,-0.0
16,12163-0,[1.0],0,-0.0
16,12164-0,[1.0],0,-0.0
16,12165-0,[1.0],0,-0.0
16,12166-0,[1.0],0,-0.0
16,12167-0,[1.0],0,-0.0
17,12162-0,[1.0],0,-0.0
17,12163-0,[1.0],0,-0.0
17,12164-0,[1.0],0,-0.0
17,12165-0,[1.0],0,-0.0
17,12166-0,[1.0],0,-0.0
17,12167-0,[1.0],0,-0.0
18,12162-0,[1.0],0,-0.0
18,12163-0,[1.0],0,-0.0
18,12164-0,[1.0],0,-0.0
18,12165-0,[1.0],0,-0.0
18,12166-0,[1.0],0,-0.0
18,12167-0,[1.0],0,-0.0
19,12162-0,[1.0],0,-0.0
19,12163-0,[1.0],0,-0.0
19,12164-0,[1.0],0,-0.0
19,12165-0,[1.0],0,-0.0
19,12166-0,[1.0],0,-0.0
19,12167-0,[1.0],0,-0.0
20,12162-0,[1.0],0,-0.0
20,12163-0,[1.0],0,-0.0
20,12164-0,[1.0],0,-0.0
20,12165-0,[1.0],0,-0.0
20,12166-0,[1.0],0,-0.0
20,12167-0,[1.0],0,-0.0
21,12162-0,[1.0],0,-0.0
21,12163-0,[1.0],0,-0.0
21,12164-0,[1.0],0,-0.0
21,12165-0,[1.0],0,-0.0
21,12166-0,[1.0],0,-0.0
21,12167-0,[1.0],0,-0.0
22,12162-0,[1.0],0,-0.0
22,12163-0,[1.0],0,-0.0
22,12164-0,[1.0],0,-0.0
22,12165-0,[1.0],0,-0.0
22,12166-0,[1.0],0,-0.0
22,12167-0,[1.0],0,-0.0
23,12162-0,[1.0],0,-0.0
23,12163-0,[1.0],0,-0.0
23,12164-0,[1.0],0,-0.0
23,12165-0,[1.0],0,-0.0
23,12166-0,[1.0],0,-0.0
23,12167-0,[1.0],0,-0.0
24,12162-0,[1.0],0,-0.0
24,12163-0,[1.0],0,-0.0
24,12164-0,[1.0],0,-0.0
24,12165-0,[1.0],0,-0.0
24,12166-0,[1.0],0,-0.0
24,12167-0,[1.0],0,-0.0
25,12162-0,[1.0],0,-0.0
25,12163-0,[1.0],0,-0.0
25,12164-0,[1.0],0,-0.0
25,12165-0,[1.0],0,-0.0
25,12166-0,[1.0],0,-0.0
25,12167-0,[1.0],0,-0.0
26,12162-0,[1.0],0,-0.0
26,12163-0,[1.0],0,-0.0
26,12164-0,[1.0],0,-0.0
26,12165-0,[1.0],0,-0.0
26,12166-0,[1.0],0,-0.0
26,12167-0,[1.0],0,-0.0
27,12162-0,[1.0],0,-0.0
27,12163-0,[1.0],0,-0.0
