12162-0,12163-0,12164-0,12165-0,12166-0,12167-0
97.39032108940748,161.4574765742109,108.88993726811056,139.0038443778061,96.31442614724806,247.80940984811895
97.48128918145964,161.4660619081722,109.069213842955,138.94795717589372,96.20275331676052,246.8894700294242
97.52472439658364,161.52311394708147,109.10608315726589,138.9919013999618,96.18184665416504,247.37706354737608
97.50855159974144,161.49123293740146,108.87831355506492,138.98415700935965,96.14378718849504,247.01675068249023
97.49824001535326,161.48760266592686,108.87615880646312,139.0315135128118,96.1947337077838,246.6092356830069
97.53010841297947,161.5932762554868,108.9402868089683,139.05596323639864,96.1565664758118,247.0740374981078
97.45121545596535,161.49150821865072,108.85192720453988,139.03741823974602,95.48398800426352,246.38023410613727
97.50915328172786,161.46447904098895,108.9193879842942,139.0084732089706,94.95271809626335,246.04910692324023
97.48210871382048,161.41633923252448,108.91419123766634,139.01887324309337,95.23745462729978,245.805423475287
97.50569879721957,161.49186952529038,108.89891414463844,138.20994048910575,91.73546291520196,245.8635520299303
97.47337395118984,161.51919118927952,108.86160493355416,138.3654365770387,95.73912472433996,238.70070904119527
97.52449617238187,161.44410822854366,108.9904648646432,138.17697490305602,95.9773960181474,246.9301648738612
97.45709741607412,156.08037352224508,108.91187991563676,138.216216115973,96.83194687121308,247.06513448918164
97.56459101509846,161.49658371668397,108.91439254635924,138.22382698259923,96.99992759451582,247.38376508500411
97.5233861728552,161.47371816791727,108.88053540656432,138.23271374499518,96.93137026536893,247.9982183865092
97.40154557060264,161.5248172498113,108.93919825085112,138.24612548657436,96.96224531090296,248.27147601138623
98.37782646272586,161.49231685732045,108.96471971958444,139.6179656509572,96.96976201047016,248.40942408787475
98.35418451019,161.4853660057766,109.21182986805891,140.0460731896838,97.1466514147414,248.66801602895703
98.50656566016768,161.52483445488937,109.37557585003994,139.9538377943323,96.95152256385012,248.4620004024059
98.4002754251162,161.52917013456522,109.28616496688193,140.07423191260114,96.94194034349388,248.41703211368437
98.57860151730192,161.42753973835377,109.32011157720702,139.02891721328044,97.06115681512412,248.12028673253124
98.40493327359738,161.5238193552827,109.31220089116376,138.1964990755319,97.1951193090833,248.35136028238725
98.49678314097449,161.53773826344846,109.35158283619715,138.22304067474116,97.41401062957412,248.07705048372804
98.4788467934824,161.42236100985207,109.28272780734758,138.1791706306597,97.53872318260832,248.33698596979377
98.59242982916253,161.53894261891398,109.25356787038704,138.26351327543586,97.540609092894,248.86885172304207
98.35734852753248,161.4691072069921,109.3056919100933,138.2238863265885,97.39700151490234,248.3486246305536
98.37322048338146,161.5216171052886,109.3137218901768,138.27331986966576,97.42754428100513,248.259254608224
98.40270290071663,161.4741999101035,109.28626934916711,138.26886907046912,97.14197256112791,248.1709853215434
98.43117905679864,161.5176599373305,109.18312473962678,138.25792010444542,97.5134070821544,248.5423379174977
97.37320427427622,161.50542712681647,109.09452654711788,138.2524752934282,97.42431129194397,248.5942181786037
97.37636829161866,163.33394841487464,109.08484881810362,138.24050264358928,97.3663869045982,248.30741179287
97.40479257856391,163.22488542493318,109.23425714762358,138.1844670817037,97.4365607282757,248.4136165957145
97.39689809594884,163.20761152654205,109.3018148537856,138.1715152560415,97.47400951823413,247.94083444715795
97.36604633340316,163.2213927940832,109.18793378062384,138.22163125499557,97.63196797544724,248.59983516787167
97.40249996271906,163.09306011669344,109.2068940771441,138.26109500787234,97.6170692841904,248.6203930248466
97.3910991264589,163.2219777667379,109.12475267456308,138.2381585560124,97.5617761907194,248.5841173102948
98.091571070767,162.15663933209888,109.07591667684083,138.19624686357744,97.55419662747605,248.41492776612
97.39197052795647,161.45498183788945,109.32961782103844,138.23928609180885,97.5565585055957,248.47231170547127
97.38487483004754,161.44753203908132,109.09081352011547,138.2587805922901,97.54827846138907,248.3676123204997
97.41965827315973,161.57715509732697,109.289221876663,138.1935318760675,97.53918118939198,248.829678483767
97.4165979940908,161.49221362685196,109.18511545892324,138.18280545000363,97.60160481984786,249.03689196970092
97.38519641869546,161.47413108979114,109.104636717028,138.13914310988466,97.5469852657646,249.08682975613215
97.44720078478004,161.48567569718202,109.01154263037766,138.25295004534252,97.62203551460937,248.73187488389095
97.43167116523368,161.55065927708563,109.07868280739883,138.2144061242997,97.57015502070291,248.42855746342147
97.3613158681305,161.48433370109188,109.03287389594765,138.2397905157178,97.57953068898028,247.9908693573229
97.36200054073576,161.44930416212344,109.03683296690802,138.27956582453837,97.42706831317112,248.0613488134401
97.42667098044988,161.48462618741922,109.07748986699646,138.276554117082,97.52979654058944,248.1799207050475
97.3828623075412,161.51045100961548,108.93599967939728,138.27124283004068,97.35781050306096,248.23515173496756
