station,t,price,load,renewable_available,renewable_to_load,renewable_to_battery,grid_energy,grid_to_battery,discharge,soc_end,curtailed_renewable,mode,grid_cost,curtailment_cost,slot_cost,groundtruth_load,shortage_penalty_rate,surplus_penalty_rate,diff,shortage_penalty_cost,surplus_penalty_cost,penalty_cost,realized_slot_cost
12162-0,37,54.68,95.75452,0.0,0.0,0.0,95.60452,0.0,0.15,18.526315789473685,0.0,0,5227.6551536,0.0,5227.6551536,97.39197052795647,1367.0,300.0,-1.6374505279564744,2238.3948717165003,0.0,2238.3948717165003,7466.0500253165
12162-0,38,56.28,95.610985,0.0,0.0,0.0,90.610985,0.0,5.0,13.263157894736842,0.0,0,5099.5862358,0.0,5099.5862358,97.38487483004754,1407.0,300.0,-1.773889830047537,2495.8629908768844,0.0,2495.8629908768844,7595.449226676885
12162-0,39,56.28,95.77993,0.0,0.0,0.0,90.77993,0.0,5.0,8.0,0.0,0,5109.0944604,0.0,5109.0944604,97.41965827315973,1407.0,300.0,-1.639728273159733,2307.0976803357444,0.0,2307.0976803357444,7416.192140735744
12162-0,40,46.65,95.70457,0.0,0.0,0.0,95.70457,0.0,0.0,8.0,0.0,0,4464.6181905,0.0,4464.6181905,97.4165979940908,1166.25,300.0,-1.7120279940907892,1996.652648108383,0.0,1996.652648108383,6461.270838608383
12162-0,41,46.65,95.79426,0.0,0.0,0.0,99.50617135734072,3.711911357340721,0.0,11.526315789473685,0.0,1,4641.962893819945,0.0,4641.962893819945,97.38519641869546,1166.25,300.0,-1.5909364186954633,1855.429598303584,0.0,1855.429598303584,6497.392492123528
12162-0,42,43.66,95.69278,0.0,0.0,0.0,100.69278,5.0,0.0,16.276315789473685,0.0,1,4396.2467748,0.0,4396.2467748,97.44720078478004,1091.5,300.0,-1.754420784780038,1914.9502865874115,0.0,1914.9502865874115,6311.197061387411
12162-0,43,43.66,95.84545,0.0,0.0,0.0,100.84545,5.0,0.0,21.026315789473685,0.0,1,4402.9123469999995,0.0,4402.9123469999995,97.43167116523368,1091.5,300.0,-1.586221165233681,1731.360401852563,0.0,1731.360401852563,6134.2727488525625
12162-0,44,37.53,95.7611,0.0,0.0,0.0,100.7611,5.0,0.0,25.776315789473685,0.0,1,3781.564083,0.0,3781.564083,97.3613158681305,938.25,300.0,-1.6002158681305048,1501.402538273446,0.0,1501.402538273446,5282.966621273446
12162-0,45,37.53,95.884445,0.0,0.0,0.0,100.884445,5.0,0.0,30.526315789473685,0.0,1,3786.19322085,0.0,3786.19322085,97.36200054073576,938.25,300.0,-1.4775555407357643,1386.316486095331,0.0,1386.316486095331,5172.509706945331
12162-0,46,53.83,95.76225,0.0,0.0,0.0,90.76225,0.0,5.0,25.263157894736842,0.0,0,4885.731917499999,0.0,4885.731917499999,97.42667098044988,1345.75,300.0,-1.66442098044989,2239.894534440439,0.0,2239.894534440439,7125.6264519404385
12162-0,47,53.83,95.92995,0.0,0.0,0.0,90.92995,0.0,5.0,20.0,0.0,0,4894.759208500001,0.0,4894.759208500001,97.3828623075412,1345.75,300.0,-1.4529123075411974,1955.2567378735664,0.0,1955.2567378735664,6850.015946373567
12163-0,0,35.72,160.41072,0.0,0.0,0.0,160.41072,0.0,0.0,20.0,0.0,0,5729.8709184,0.0,5729.8709184,161.4574765742109,893.0,300.0,-1.0467565742108889,934.7536207703238,0.0,934.7536207703238,6664.624539170323
12163-0,1,35.72,160.21729,0.0,0.0,0.0,160.21729,0.0,0.0,20.0,0.0,0,5722.9615988,0.0,5722.9615988,161.4660619081722,893.0,300.0,-1.2487719081722162,1115.1533139977892,0.0,1115.1533139977892,6838.114912797789
12163-0,2,35.49,160.37462,0.0,0.0,0.0,160.37462,0.0,0.0,20.0,0.0,0,5691.6952638,0.0,5691.6952638,161.52311394708147,887.25,300.0,-1.1484939470814766,1019.00125454804,0.0,1019.00125454804,6710.696518348041
12163-0,3,35.49,160.25085,0.0,0.0,0.0,160.25085,0.0,0.0,20.0,0.0,0,5687.302666500001,0.0,5687.302666500001,161.49123293740146,887.25,300.0,-1.2403829374014492,1100.5297612094357,0.0,1100.5297612094357,6787.832427709436
12163-0,4,35.07,160.26616,0.0,0.0,0.0,161.58194947368423,1.3157894736842106,0.0,21.25,0.0,1,5666.678968042106,0.0,5666.678968042106,161.48760266592686,876.75,300.0,-1.221442665926844,1070.8998573513604,0.0,1070.8998573513604,6737.578825393466
12163-0,5,35.07,160.08723,0.0,0.0,0.0,165.08723,5.0,0.0,26.0,0.0,1,5789.6091561,0.0,5789.6091561,161.5932762554868,876.75,300.0,-1.5060462554868081,1320.426054498059,0.0,1320.426054498059,7110.035210598059
12163-0,6,31.5,159.96526,0.0,0.0,0.0,164.96526,5.0,0.0,30.75,0.0,1,5196.40569,0.0,5196.40569,161.49150821865072,787.5,300.0,-1.5262482186507214,1201.920472187443,0.0,1201.920472187443,6398.326162187443
12163-0,7,31.5,159.88896,0.0,0.0,0.0,164.88896,5.0,0.0,35.5,0.0,1,5194.00224,0.0,5194.00224,161.46447904098895,787.5,300.0,-1.5755190409889508,1240.7212447787988,0.0,1240.7212447787988,6434.723484778799
12163-0,8,30.27,159.79596,0.0,0.0,0.0,164.79596,5.0,0.0,40.25,0.0,1,4988.3737092,0.0,4988.3737092,161.41633923252448,756.75,300.0,-1.6203792325244706,1226.2219842128932,0.0,1226.2219842128932,6214.5956934128935
12163-0,9,30.27,159.92584,0.0,0.0,0.0,164.92584,5.0,0.0,45.0,0.0,1,4992.3051768,0.0,4992.3051768,161.49186952529038,756.75,300.0,-1.5660295252903893,1185.0928432635021,0.0,1185.0928432635021,6177.3980200635015
12163-0,10,35.31,159.65358,0.0,0.0,0.0,159.65358,0.0,0.0,45.0,0.0,0,5637.3679098,0.0,5637.3679098,161.51919118927952,882.75,300.0,-1.8656111892795195,1646.8682773364958,0.0,1646.8682773364958,7284.236187136496
12163-0,11,35.31,159.67462,0.0,0.0,0.0,159.67462,0.0,0.0,45.0,0.0,0,5638.110832200001,0.0,5638.110832200001,161.44410822854366,882.75,300.0,-1.7694882285436506,1562.0157337469077,0.0,1562.0157337469077,7200.126565946908
12163-0,12,42.4,159.48564,0.0,0.0,0.0,159.48564,0.0,0.0,45.0,0.0,0,6762.1911359999995,0.0,6762.1911359999995,156.08037352224508,1060.0,300.0,3.405266477754907,0.0,1021.5799433264721,1021.5799433264721,7783.771079326471
12163-0,13,42.4,159.77853,0.0,0.0,0.0,159.77853,0.0,0.0,45.0,0.0,0,6774.609672,0.0,6774.609672,161.49658371668397,1060.0,300.0,-1.7180537166839827,1821.1369396850216,0.0,1821.1369396850216,8595.746611685021
12163-0,14,41.16,159.58508,0.186,0.186,0.0,159.39908,0.0,0.0,45.0,0.0,0,6560.866132799999,0.0,6560.866132799999,161.47371816791727,1029.0,300.0,-1.8886381679172644,1943.408674786865,0.0,1943.408674786865,8504.274807586864
12163-0,15,41.16,160.17357,0.186,0.186,0.0,159.98757,0.0,0.0,45.0,0.0,0,6585.088381199999,0.0,6585.088381199999,161.5248172498113,1029.0,300.0,-1.35124724981128,1390.4334200558071,0.0,1390.4334200558071,7975.521801255806
12163-0,16,51.64,159.59436,0.454,0.454,0.0,159.14036,0.0,0.0,45.0,0.0,0,8218.0081904,0.0,8218.0081904,161.49231685732045,1291.0,300.0,-1.8979568573204517,2450.2623028007033,0.0,2450.2623028007033,10668.270493200704
12163-0,17,51.64,159.98221,0.454,0.454,0.0,159.52821,0.0,0.0,45.0,0.0,0,8238.0367644,0.0,8238.0367644,161.4853660057766,1291.0,300.0,-1.5031560057765887,1940.574403457576,0.0,1940.574403457576,10178.611167857576
12163-0,18,56.84,159.67928,0.637,0.637,0.0,154.04228,0.0,5.0,39.73684210526316,0.0,0,8755.763195200001,0.0,8755.763195200001,161.52483445488937,1421.0,300.0,-1.845554454889367,2622.5328803977904,0.0,2622.5328803977904,11378.296075597791
12163-0,19,56.84,160.51752,0.637,0.637,0.0,154.88052,0.0,5.0,34.473684210526315,0.0,0,8803.4087568,0.0,8803.4087568,161.52917013456522,1421.0,300.0,-1.0116501345652296,1437.554841217191,0.0,1437.554841217191,10240.963598017192
12163-0,20,54.51,159.74788,0.744,0.744,0.0,154.00388,0.0,5.0,29.210526315789473,0.0,0,8394.7514988,0.0,8394.7514988,161.42753973835377,1362.75,300.0,-1.679659738353763,2288.9563084415904,0.0,2288.9563084415904,10683.70780724159
12163-0,21,54.51,159.90007,0.744,0.744,0.0,154.15607,0.0,5.0,23.94736842105263,0.0,0,8403.0473757,0.0,8403.0473757,161.5238193552827,1362.75,300.0,-1.6237493552827118,2212.7644339115154,0.0,2212.7644339115154,10615.811809611516
12163-0,22,51.65,159.84026,0.791,0.791,0.0,156.97426000000002,0.0,2.0749999999999984,21.763157894736842,0.0,0,8107.720529,0.0,8107.720529,161.53773826344846,1291.25,300.0,-1.6974782634484598,2191.8688076778235,0.0,2191.8688076778235,10299.589336677824
12163-0,23,51.65,160.30757,0.791,0.791,0.0,154.51657,0.0,5.0,16.5,0.0,0,7980.7808405,0.0,7980.7808405,161.42236100985207,1291.25,300.0,-1.1147910098520697,1439.4738914714849,0.0,1439.4738914714849,9420.254731971485
12163-0,24,46.87,160.11754,0.78,0.78,0.0,159.33754,0.0,0.0,16.5,0.0,0,7468.150499799999,0.0,7468.150499799999,161.53894261891398,1171.75,300.0,-1.4214026189139872,1665.5285187124646,0.0,1665.5285187124646,9133.679018512463
12163-0,25,46.87,159.93675,0.78,0.78,0.0,159.15675,0.0,0.0,16.5,0.0,0,7459.676872499999,0.0,7459.676872499999,161.4691072069921,1171.75,300.0,-1.532357206992117,1795.539557293013,0.0,1795.539557293013,9255.216429793012
12163-0,26,37.61,159.94154,0.71,0.71,0.0,164.23154,5.0,0.0,21.25,0.0,1,6176.7482193999995,0.0,6176.7482193999995,161.5216171052886,940.25,300.0,-1.5800771052886091,1485.6674982476147,0.0,1485.6674982476147,7662.415717647615
12163-0,27,37.61,160.27855,0.71,0.71,0.0,164.56855,5.0,0.0,26.0,0.0,1,6189.423165499999,0.0,6189.423165499999,161.4741999101035,940.25,300.0,-1.1956499101034979,1124.2098279748138,0.0,1124.2098279748138,7313.632993474814
12163-0,28,36.81,160.23492,0.575,0.575,0.0,164.65992,5.0,0.0,30.75,0.0,1,6061.131655200001,0.0,6061.131655200001,161.5176599373305,920.25,300.0,-1.2827399373305184,1180.4414273284096,0.0,1180.4414273284096,7241.57308252841
12163-0,29,36.81,159.96492,0.575,0.575,0.0,164.38992000000002,5.0,0.0,35.5,0.0,1,6051.192955200001,0.0,6051.192955200001,161.50542712681647,920.25,300.0,-1.5405071268164647,1417.6516834528516,0.0,1417.6516834528516,7468.844638652852
12163-0,30,41.79,159.89302,0.363,0.363,0.0,164.53002,5.0,0.0,40.25,0.0,1,6875.709535800001,0.0,6875.709535800001,163.33394841487464,1044.75,300.0,-3.4409284148746337,3594.9099614402735,0.0,3594.9099614402735,10470.619497240274
12163-0,31,41.79,159.93753,0.363,0.363,0.0,164.57453,5.0,0.0,45.0,0.0,1,6877.569608700001,0.0,6877.569608700001,163.22488542493318,1044.75,300.0,-3.2873554249331676,3434.464580198927,0.0,3434.464580198927,10312.034188898928
12163-0,32,61.1,160.37485,0.094,0.094,0.0,155.28085000000002,0.0,5.0,39.73684210526316,0.0,0,9487.659935000001,0.0,9487.659935000001,163.20761152654205,1527.5,300.0,-2.8327615265420434,4327.043231792972,0.0,4327.043231792972,13814.703166792973
12163-0,33,61.1,160.40532,0.094,0.094,0.0,155.31132,0.0,5.0,34.473684210526315,0.0,0,9489.521652,0.0,9489.521652,163.2213927940832,1527.5,300.0,-2.8160727940831976,4301.551192962084,0.0,4301.551192962084,13791.072844962084
12163-0,34,72.57,160.1093,0.0,0.0,0.0,155.1093,0.0,5.0,29.210526315789473,0.0,0,11256.281900999998,0.0,11256.281900999998,163.09306011669344,1814.2499999999998,300.0,-2.983760116693446,5413.286791711084,0.0,5413.286791711084,16669.568692711084
12163-0,35,72.57,160.19765,0.0,0.0,0.0,155.19765,0.0,5.0,23.94736842105263,0.0,0,11262.6934605,0.0,11262.6934605,163.2219777667379,1814.2499999999998,300.0,-3.0243277667378834,5486.886650804205,0.0,5486.886650804205,16749.580111304203
12163-0,36,54.68,160.56819,0.0,0.0,0.0,155.56819,0.0,5.0,18.684210526315788,0.0,0,8506.468629199999,0.0,8506.468629199999,162.15663933209888,1367.0,300.0,-1.5884493320988895,2171.4102369791817,0.0,2171.4102369791817,10677.87886617918
12163-0,37,54.68,160.70235,0.0,0.0,0.0,160.55235,0.0,0.15,18.526315789473685,0.0,0,8779.002498,0.0,8779.002498,161.45498183788945,1367.0,300.0,-0.752631837889453,1028.847722394882,0.0,1028.847722394882,9807.850220394881
12163-0,38,56.28,160.48218,0.0,0.0,0.0,155.48218,0.0,5.0,13.263157894736842,0.0,0,8750.537090400001,0.0,8750.537090400001,161.44753203908132,1407.0,300.0,-0.9653520390813242,1358.250318987423,0.0,1358.250318987423,10108.787409387423
12163-0,39,56.28,160.50569,0.0,0.0,0.0,155.50569,0.0,5.0,8.0,0.0,0,8751.8602332,0.0,8751.8602332,161.57715509732697,1407.0,300.0,-1.0714650973269784,1507.5513919390585,0.0,1507.5513919390585,10259.411625139057
12163-0,40,46.65,159.85495,0.0,0.0,0.0,159.85495,0.0,0.0,8.0,0.0,0,7457.2334175,0.0,7457.2334175,161.49221362685196,1166.25,300.0,-1.6372636268519614,1909.4587048161,0.0,1909.4587048161,9366.692122316099
12163-0,41,46.65,160.02116,0.0,0.0,0.0,163.73307135734072,3.711911357340721,0.0,11.526315789473685,0.0,1,7638.1477788199445,0.0,7638.1477788199445,161.47413108979114,1166.25,300.0,-1.4529710897911343,1694.5275334689104,0.0,1694.5275334689104,9332.675312288855
12163-0,42,43.66,159.72829,0.0,0.0,0.0,164.72829,5.0,0.0,16.276315789473685,0.0,1,7192.037141399999,0.0,7192.037141399999,161.48567569718202,1091.5,300.0,-1.7573856971820305,1918.1864884741863,0.0,1918.1864884741863,9110.223629874185
12163-0,43,43.66,160.27731,0.0,0.0,0.0,165.27731,5.0,0.0,21.026315789473685,0.0,1,7216.007354599999,0.0,7216.007354599999,161.55065927708563,1091.5,300.0,-1.2733492770856287,1389.8607359389637,0.0,1389.8607359389637,8605.868090538963
12163-0,44,37.53,159.87398,0.0,0.0,0.0,164.87398,5.0,0.0,25.776315789473685,0.0,1,6187.7204694,0.0,6187.7204694,161.48433370109188,938.25,300.0,-1.6103537010918956,1510.914360049471,0.0,1510.914360049471,7698.634829449471
12163-0,45,37.53,159.9947,0.0,0.0,0.0,164.9947,5.0,0.0,30.526315789473685,0.0,1,6192.251091,0.0,6192.251091,161.44930416212344,938.25,300.0,-1.4546041621234451,1364.7823551123224,0.0,1364.7823551123224,7557.033446112322
12163-0,46,53.83,159.88275,0.0,0.0,0.0,154.88275,0.0,5.0,25.263157894736842,0.0,0,8337.338432499999,0.0,8337.338432499999,161.48462618741922,1345.75,300.0,-1.6018761874192364,2155.7248792194373,0.0,2155.7248792194373,10493.063311719436
12163-0,47,53.83,160.41423,0.0,0.0,0.0,155.41423,0.0,5.0,20.0,0.0,0,8365.9480009,0.0,8365.9480009,161.51045100961548,1345.75,300.0,-1.0962210096154763,1475.2394236900273,0.0,1475.2394236900273,9841.187424590027
12164-0,0,35.72,107.9442,0.0,0.0,0.0,107.9442,0.0,0.0,20.0,0.0,0,3855.766824,0.0,3855.766824,108.88993726811056,893.0,300.0,-0.9457372681105625,844.5433804227323,0.0,844.5433804227323,4700.310204422733
12164-0,1,35.72,108.11058,0.0,0.0,0.0,108.11058,0.0,0.0,20.0,0.0,0,3861.7099175999997,0.0,3861.7099175999997,109.069213842955,893.0,300.0,-0.9586338429549954,856.0600217588109,0.0,856.0600217588109,4717.769939358811
12164-0,2,35.49,108.083176,0.0,0.0,0.0,108.083176,0.0,0.0,20.0,0.0,0,3835.8719162400002,0.0,3835.8719162400002,109.10608315726589,887.25,300.0,-1.022907157265891,907.5743752841618,0.0,907.5743752841618,4743.446291524162
12164-0,3,35.49,108.225655,0.0,0.0,0.0,108.225655,0.0,0.0,20.0,0.0,0,3840.9284959500005,0.0,3840.9284959500005,108.87831355506492,887.25,300.0,-0.6526585550649173,579.0713029813479,0.0,579.0713029813479,4419.999798931349
12164-0,4,35.07,108.42861,0.0,0.0,0.0,109.74439947368421,1.3157894736842106,0.0,21.25,0.0,1,3848.736089542105,0.0,3848.736089542105,108.87615880646312,876.75,300.0,-0.4475488064631179,392.38841606653864,0.0,392.38841606653864,4241.124505608644
12164-0,5,35.07,108.45614,0.0,0.0,0.0,113.45614,5.0,0.0,26.0,0.0,1,3978.9068298,0.0,3978.9068298,108.9402868089683,876.75,300.0,-0.48414680896829054,424.4757147629487,0.0,424.4757147629487,4403.382544562949
12164-0,6,31.5,108.41907,0.0,0.0,0.0,113.41907,5.0,0.0,30.75,0.0,1,3572.700705,0.0,3572.700705,108.85192720453988,787.5,300.0,-0.43285720453987153,340.8750485751488,0.0,340.8750485751488,3913.575753575149
12164-0,7,31.5,108.49552,0.0,0.0,0.0,113.49552,5.0,0.0,35.5,0.0,1,3575.1088799999998,0.0,3575.1088799999998,108.9193879842942,787.5,300.0,-0.4238679842942048,333.79603763168626,0.0,333.79603763168626,3908.904917631686
12164-0,8,30.27,108.67205,0.0,0.0,0.0,113.67205,5.0,0.0,40.25,0.0,1,3440.8529535,0.0,3440.8529535,108.91419123766634,756.75,300.0,-0.24214123766634543,183.2403816040069,0.0,183.2403816040069,3624.0933351040067
12164-0,9,30.27,108.49495,0.0,0.0,0.0,113.49495,5.0,0.0,45.0,0.0,1,3435.4921365,0.0,3435.4921365,108.89891414463844,756.75,300.0,-0.40396414463843655,305.6998664551369,0.0,305.6998664551369,3741.192002955137
12164-0,10,35.31,108.5768,0.0,0.0,0.0,108.5768,0.0,0.0,45.0,0.0,0,3833.8468080000002,0.0,3833.8468080000002,108.86160493355416,882.75,300.0,-0.28480493355415604,251.41155509493123,0.0,251.41155509493123,4085.2583630949316
12164-0,11,35.31,108.44362,0.0,0.0,0.0,108.44362,0.0,0.0,45.0,0.0,0,3829.1442222,0.0,3829.1442222,108.9904648646432,882.75,300.0,-0.5468448646432051,482.72730426378934,0.0,482.72730426378934,4311.871526463789
12164-0,12,42.4,108.895515,0.0,0.0,0.0,108.895515,0.0,0.0,45.0,0.0,0,4617.169836,0.0,4617.169836,108.91187991563676,1060.0,300.0,-0.016364915636756905,17.34681057496232,0.0,17.34681057496232,4634.516646574963
12164-0,13,42.4,108.76013,0.0,0.0,0.0,108.76013,0.0,0.0,45.0,0.0,0,4611.429512,0.0,4611.429512,108.91439254635924,1060.0,300.0,-0.15426254635923442,163.51829914078849,0.0,163.51829914078849,4774.947811140788
12164-0,14,41.16,108.76326,0.186,0.186,0.0,108.57726,0.0,0.0,45.0,0.0,0,4469.0400216,0.0,4469.0400216,108.88053540656432,1029.0,300.0,-0.11727540656431756,120.67639335468277,0.0,120.67639335468277,4589.7164149546825
12164-0,15,41.16,108.64977,0.186,0.186,0.0,108.46377,0.0,0.0,45.0,0.0,0,4464.3687732,0.0,4464.3687732,108.93919825085112,1029.0,300.0,-0.2894282508511168,297.8216701257992,0.0,297.8216701257992,4762.190443325799
12164-0,16,51.64,108.55146,0.454,0.454,0.0,108.09746000000001,0.0,0.0,45.0,0.0,0,5582.152834400001,0.0,5582.152834400001,108.96471971958444,1291.0,300.0,-0.4132597195844312,533.5182979835007,0.0,533.5182979835007,6115.671132383502
12164-0,17,51.64,108.69516,0.454,0.454,0.0,108.24116000000001,0.0,0.0,45.0,0.0,0,5589.5735024000005,0.0,5589.5735024000005,109.21182986805891,1291.0,300.0,-0.5166698680589121,667.0207996640555,0.0,667.0207996640555,6256.594302064056
12164-0,18,56.84,108.762825,0.637,0.637,0.0,103.125825,0.0,5.0,39.73684210526316,0.0,0,5861.671893000001,0.0,5861.671893000001,109.37557585003994,1421.0,300.0,-0.6127508500399301,870.7189579067407,0.0,870.7189579067407,6732.390850906741
12164-0,19,56.84,108.811005,0.637,0.637,0.0,103.174005,0.0,5.0,34.473684210526315,0.0,0,5864.4104442,0.0,5864.4104442,109.28616496688193,1421.0,300.0,-0.4751599668819324,675.202312939226,0.0,675.202312939226,6539.612757139226
12164-0,20,54.51,108.858795,0.744,0.744,0.0,103.114795,0.0,5.0,29.210526315789473,0.0,0,5620.78747545,0.0,5620.78747545,109.32011157720702,1362.75,300.0,-0.4613165772070147,628.6591655888593,0.0,628.6591655888593,6249.4466410388595
12164-0,21,54.51,108.79892,0.744,0.744,0.0,103.05492,0.0,5.0,23.94736842105263,0.0,0,5617.523689199999,0.0,5617.523689199999,109.31220089116376,1362.75,300.0,-0.5132808911637596,699.4735344334134,0.0,699.4735344334134,6316.997223633412
12164-0,22,51.65,108.89681,0.791,0.791,0.0,106.03081,0.0,2.0749999999999984,21.763157894736842,0.0,0,5476.4913365,0.0,5476.4913365,109.35158283619715,1291.25,300.0,-0.4547728361971508,587.2254247395709,0.0,587.2254247395709,6063.7167612395715
12164-0,23,51.65,108.72664,0.791,0.791,0.0,102.93564,0.0,5.0,16.5,0.0,0,5316.625806,0.0,5316.625806,109.28272780734758,1291.25,300.0,-0.5560878073475806,718.0483812375634,0.0,718.0483812375634,6034.674187237563
12164-0,24,46.87,108.93363,0.78,0.78,0.0,108.15362999999999,0.0,0.0,16.5,0.0,0,5069.160638099999,0.0,5069.160638099999,109.25356787038704,1171.75,300.0,-0.3199378703870508,374.88719962602676,0.0,374.88719962602676,5444.047837726026
12164-0,25,46.87,108.8735,0.78,0.78,0.0,108.0935,0.0,0.0,16.5,0.0,0,5066.342345,0.0,5066.342345,109.3056919100933,1171.75,300.0,-0.4321919100932945,506.42087065181784,0.0,506.42087065181784,5572.7632156518175
