station,t,price,load,renewable_available,renewable_to_load,renewable_to_battery,grid_energy,grid_to_battery,discharge,soc_end,curtailed_renewable,mode,grid_cost,curtailment_cost,slot_cost,groundtruth_load,shortage_penalty_rate,surplus_penalty_rate,diff,shortage_penalty_cost,surplus_penalty_cost,penalty_cost,realized_slot_cost
12162-0,20,54.51,96.09359,0.744,0.744,0.0,90.34959,0.0,5.0,29.210526315789473,0.0,0,4924.9561509000005,0.0,4924.9561509000005,98.57860151730192,1362.75,300.0,-2.4850115173019134,3386.4494452031827,0.0,3386.4494452031827,8311.405596103183
12162-0,21,54.51,96.218765,0.744,0.744,0.0,90.474765,0.0,5.0,23.94736842105263,0.0,0,4931.7794401500005,0.0,4931.7794401500005,98.40493327359738,1362.75,300.0,-2.1861682735973744,2979.200814844822,0.0,2979.200814844822,7910.980254994823
12162-0,22,51.65,96.21199,0.791,0.791,0.0,93.34599,0.0,2.0749999999999984,21.763157894736842,0.0,0,4821.3203834999995,0.0,4821.3203834999995,98.49678314097449,1291.25,300.0,-2.284793140974486,2950.239143283305,0.0,2950.239143283305,7771.559526783305
12162-0,23,51.65,96.06437,0.791,0.791,0.0,90.27337,0.0,5.0,16.5,0.0,0,4662.6195605,0.0,4662.6195605,98.4788467934824,1291.25,300.0,-2.4144767934824074,3117.6931595841584,0.0,3117.6931595841584,7780.312720084159
12162-0,24,46.87,96.05773,0.78,0.78,0.0,95.27773,0.0,0.0,16.5,0.0,0,4465.6672051,0.0,4465.6672051,98.59242982916253,1171.75,300.0,-2.53469982916252,2970.0345248211825,0.0,2970.0345248211825,7435.701729921182
12162-0,25,46.87,95.96946,0.78,0.78,0.0,95.18946,0.0,0.0,16.5,0.0,0,4461.5299902,0.0,4461.5299902,98.35734852753248,1171.75,300.0,-2.387888527532482,2798.008382136186,0.0,2798.008382136186,7259.538372336186
12162-0,26,37.61,95.98606,0.71,0.71,0.0,100.27606,5.0,0.0,21.25,0.0,1,3771.3826166,0.0,3771.3826166,98.37322048338146,940.25,300.0,-2.3871604833814644,2244.527644499422,0.0,2244.527644499422,6015.910261099421
12162-0,27,37.61,95.95919,0.71,0.71,0.0,100.24919000000001,5.0,0.0,26.0,0.0,1,3770.3720359000004,0.0,3770.3720359000004,98.40270290071663,940.25,300.0,-2.4435129007166267,2297.5130048988085,0.0,2297.5130048988085,6067.885040798808
12162-0,28,36.81,96.155464,0.575,0.575,0.0,100.58046399999999,5.0,0.0,30.75,0.0,1,3702.36687984,0.0,3702.36687984,98.43117905679864,920.25,300.0,-2.2757150567986457,2094.2267810189537,0.0,2094.2267810189537,5796.593660858954
12162-0,29,36.81,95.90907,0.575,0.575,0.0,100.33407,5.0,0.0,35.5,0.0,1,3693.2971167,0.0,3693.2971167,97.37320427427622,920.25,300.0,-1.4641342742762191,1347.3695659026907,0.0,1347.3695659026907,5040.66668260269
12162-0,30,41.79,95.96361,0.363,0.363,0.0,100.60061,5.0,0.0,40.25,0.0,1,4204.0994919,0.0,4204.0994919,97.37636829161866,1044.75,300.0,-1.4127582916186583,1475.9792251685933,0.0,1475.9792251685933,5680.0787170685935
12162-0,31,41.79,95.80745,0.363,0.363,0.0,100.44445,5.0,0.0,45.0,0.0,1,4197.5735655,0.0,4197.5735655,97.40479257856391,1044.75,300.0,-1.5973425785639108,1668.823658954646,0.0,1668.823658954646,5866.397224454646
12162-0,32,61.1,95.91966,0.094,0.094,0.0,90.82566,0.0,5.0,39.73684210526316,0.0,0,5549.4478260000005,0.0,5549.4478260000005,97.39689809594884,1527.5,300.0,-1.4772380959488487,2256.4811915618666,0.0,2256.4811915618666,7805.929017561867
12162-0,33,61.1,95.674706,0.094,0.094,0.0,90.580706,0.0,5.0,34.473684210526315,0.0,0,5534.4811366,0.0,5534.4811366,97.36604633340316,1527.5,300.0,-1.6913403334031614,2583.522359273329,0.0,2583.522359273329,8118.0034958733295
12162-0,34,72.57,95.74224,0.0,0.0,0.0,90.74224,0.0,5.0,29.210526315789473,0.0,0,6585.164356799999,0.0,6585.164356799999,97.40249996271906,1814.2499999999998,300.0,-1.660259962719067,3012.126637363067,0.0,3012.126637363067,9597.290994163066
12162-0,35,72.57,95.61893,0.0,0.0,0.0,90.61893,0.0,5.0,23.94736842105263,0.0,0,6576.2157501,0.0,6576.2157501,97.3910991264589,1814.2499999999998,300.0,-1.7721691264588912,3215.157837678043,0.0,3215.157837678043,9791.373587778044
12162-0,36,54.68,95.748215,0.0,0.0,0.0,90.748215,0.0,5.0,18.684210526315788,0.0,0,4962.1123962,0.0,4962.1123962,98.091571070767,1367.0,300.0,-2.343356070767001,3203.3677487384907,0.0,3203.3677487384907,8165.48014493849
