station,t,price,load,renewable_available,renewable_to_load,renewable_to_battery,grid_energy,grid_to_battery,discharge,soc_end,curtailed_renewable,mode,grid_cost,curtailment_cost,slot_cost,groundtruth_load,shortage_penalty_rate,surplus_penalty_rate,diff,shortage_penalty_cost,surplus_penalty_cost,penalty_cost,realized_slot_cost
12162-0,29,36.81,94.869095,0.575,0.575,0.0,99.294095,5.0,0.0,35.5,0.0,1,3655.01563695,0.0,3655.01563695,97.37320427427622,920.25,300.0,-2.5041092742762174,2304.406559652689,0.0,2304.406559652689,5959.422196602689
12162-0,30,41.79,95.40264,0.363,0.363,0.0,100.03964,5.0,0.0,40.25,0.0,1,4180.6565556000005,0.0,4180.6565556000005,97.37636829161866,1044.75,300.0,-1.9737282916186558,2062.052632668591,0.0,2062.052632668591,6242.709188268591
12162-0,31,41.79,95.2869,0.363,0.363,0.0,99.9239,5.0,0.0,45.0,0.0,1,4175.819781,0.0,4175.819781,97.40479257856391,1044.75,300.0,-2.117892578563911,2212.668271454646,0.0,2212.668271454646,6388.488052454646
12162-0,32,61.1,95.359436,0.094,0.094,0.0,90.26543600000001,0.0,5.0,39.73684210526316,0.0,0,5515.2181396000005,0.0,5515.2181396000005,97.39689809594884,1527.5,300.0,-2.0374620959488396,3112.2233515618527,0.0,3112.2233515618527,8627.441491161853
12162-0,33,61.1,94.837746,0.094,0.094,0.0,89.743746,0.0,5.0,34.473684210526315,0.0,0,5483.3428806,0.0,5483.3428806,97.36604633340316,1527.5,300.0,-2.528300333403166,3861.9787592733364,0.0,3861.9787592733364,9345.321639873337
12162-0,34,72.57,95.24547,0.0,0.0,0.0,90.24547,0.0,5.0,29.210526315789473,0.0,0,6549.113757899999,0.0,6549.113757899999,97.40249996271906,1814.2499999999998,300.0,-2.157029962719065,3913.391609863063,0.0,3913.391609863063,10462.505367763062
12162-0,35,72.57,94.99298,0.0,0.0,0.0,89.99298,0.0,5.0,23.94736842105263,0.0,0,6530.7905586,0.0,6530.7905586,97.3910991264589,1814.2499999999998,300.0,-2.3981191264588944,4350.787625178049,0.0,4350.787625178049,10881.578183778049
12162-0,36,54.68,95.19524,0.0,0.0,0.0,90.19524,0.0,5.0,18.684210526315788,0.0,0,4931.8757232,0.0,4931.8757232,98.091571070767,1367.0,300.0,-2.8963310707670047,3959.2845737384955,0.0,3959.2845737384955,8891.160296938495
12162-0,37,54.68,94.80594,0.0,0.0,0.0,94.65594,0.0,0.15,18.526315789473685,0.0,0,5175.7867992,0.0,5175.7867992,97.39197052795647,1367.0,300.0,-2.586030527956467,3535.1037317164905,0.0,3535.1037317164905,8710.890530916491
12162-0,38,56.28,95.1109,0.0,0.0,0.0,90.1109,0.0,5.0,13.263157894736842,0.0,0,5071.441452,0.0,5071.441452,97.38487483004754,1407.0,300.0,-2.2739748300475355,3199.4825858768827,0.0,3199.4825858768827,8270.924037876883
12162-0,39,56.28,94.794685,0.0,0.0,0.0,89.794685,0.0,5.0,8.0,0.0,0,5053.6448718,0.0,5053.6448718,97.41965827315973,1407.0,300.0,-2.624973273159725,3693.3373953357327,0.0,3693.3373953357327,8746.982267135732
12162-0,40,46.65,95.16843,0.0,0.0,0.0,95.16843,0.0,0.0,8.0,0.0,0,4439.6072595,0.0,4439.6072595,97.4165979940908,1166.25,300.0,-2.2481679940907924,2621.9259231083865,0.0,2621.9259231083865,7061.533182608386
12162-0,41,46.65,94.8177,0.0,0.0,0.0,98.52961135734073,3.711911357340721,0.0,11.526315789473685,0.0,1,4596.406369819945,0.0,4596.406369819945,97.38519641869546,1166.25,300.0,-2.5674964186954554,2994.3426983035747,0.0,2994.3426983035747,7590.7490681235195
12162-0,42,43.66,95.08031,0.0,0.0,0.0,100.08031,5.0,0.0,16.276315789473685,0.0,1,4369.5063346,0.0,4369.5063346,97.44720078478004,1091.5,300.0,-2.36689078478004,2583.4612915874136,0.0,2583.4612915874136,6952.967626187414
12162-0,43,43.66,94.9898,0.0,0.0,0.0,99.9898,5.0,0.0,21.026315789473685,0.0,1,4365.554668,0.0,4365.554668,97.43167116523368,1091.5,300.0,-2.441871165233678,2665.30237685256,0.0,2665.30237685256,7030.85704485256
12162-0,44,37.53,95.21868,0.0,0.0,0.0,100.21868,5.0,0.0,25.776315789473685,0.0,1,3761.2070604000005,0.0,3761.2070604000005,97.3613158681305,938.25,300.0,-2.1426358681304976,2010.3281032734394,0.0,2010.3281032734394,5771.5351636734395
12162-0,45,37.53,94.81657,0.0,0.0,0.0,99.81657,5.0,0.0,30.526315789473685,0.0,1,3746.1158721,0.0,3746.1158721,97.36200054073576,938.25,300.0,-2.545430540735765,2388.2502048453316,0.0,2388.2502048453316,6134.366076945332
12162-0,46,53.83,95.1167,0.0,0.0,0.0,90.1167,0.0,5.0,25.263157894736842,0.0,0,4850.9819609999995,0.0,4850.9819609999995,97.42667098044988,1345.75,300.0,-2.30997098044989,3108.6434469404394,0.0,3108.6434469404394,7959.625407940439
12162-0,47,53.83,94.99878,0.0,0.0,0.0,89.99878,0.0,5.0,20.0,0.0,0,4844.6343274,0.0,4844.6343274,97.3828623075412,1345.75,300.0,-2.384082307541206,3208.378765373578,0.0,3208.378765373578,8053.013092773578
12163-0,0,35.72,159.39871,0.0,0.0,0.0,159.39871,0.0,0.0,20.0,0.0,0,5693.7219212,0.0,5693.7219212,161.4574765742109,893.0,300.0,-2.0587665742108925,1838.478550770327,0.0,1838.478550770327,7532.200471970327
12163-0,1,35.72,158.3139,0.0,0.0,0.0,158.3139,0.0,0.0,20.0,0.0,0,5654.972508,0.0,5654.972508,161.4660619081722,893.0,300.0,-3.152161908172218,2814.8805839977904,0.0,2814.8805839977904,8469.85309199779
12163-0,2,35.49,159.19756,0.0,0.0,0.0,159.19756,0.0,0.0,20.0,0.0,0,5649.921404400001,0.0,5649.921404400001,161.52311394708147,887.25,300.0,-2.3255539470814597,2063.347739548025,0.0,2063.347739548025,7713.269143948026
12163-0,3,35.49,158.6121,0.0,0.0,0.0,158.6121,0.0,0.0,20.0,0.0,0,5629.143429000001,0.0,5629.143429000001,161.49123293740146,887.25,300.0,-2.879132937401465,2554.51069870945,0.0,2554.51069870945,8183.654127709451
12163-0,4,35.07,159.2878,0.0,0.0,0.0,160.60358947368422,1.3157894736842106,0.0,21.25,0.0,1,5632.367882842106,0.0,5632.367882842106,161.48760266592686,876.75,300.0,-2.1998026659268533,1928.6769873513686,0.0,1928.6769873513686,7561.044870193475
12163-0,5,35.07,158.67232,0.0,0.0,0.0,163.67232,5.0,0.0,26.0,0.0,1,5739.9882624,0.0,5739.9882624,161.5932762554868,876.75,300.0,-2.9209562554868,2560.948396998052,0.0,2560.948396998052,8300.936659398052
12163-0,6,31.5,158.7675,0.0,0.0,0.0,163.7675,5.0,0.0,30.75,0.0,1,5158.67625,0.0,5158.67625,161.49150821865072,787.5,300.0,-2.7240082186507095,2145.156472187434,0.0,2145.156472187434,7303.832722187434
12163-0,7,31.5,158.91913,0.0,0.0,0.0,163.91913,5.0,0.0,35.5,0.0,1,5163.452595,0.0,5163.452595,161.46447904098895,787.5,300.0,-2.5453490409889525,2004.4623697788002,0.0,2004.4623697788002,7167.9149647788
12163-0,8,30.27,159.35289,0.0,0.0,0.0,164.35289,5.0,0.0,40.25,0.0,1,4974.9619803,0.0,4974.9619803,161.41633923252448,756.75,300.0,-2.0634492325244764,1561.5152067128975,0.0,1561.5152067128975,6536.477187012897
12163-0,9,30.27,159.3187,0.0,0.0,0.0,164.3187,5.0,0.0,45.0,0.0,1,4973.927049,0.0,4973.927049,161.49186952529038,756.75,300.0,-2.173169525290376,1644.5460382634922,0.0,1644.5460382634922,6618.473087263492
12163-0,10,35.31,158.72414,0.0,0.0,0.0,158.72414,0.0,0.0,45.0,0.0,0,5604.549383400001,0.0,5604.549383400001,161.51919118927952,882.75,300.0,-2.795051189279519,2467.3314373364956,0.0,2467.3314373364956,8071.880820736496
12163-0,11,35.31,159.04875,0.0,0.0,0.0,159.04875,0.0,0.0,45.0,0.0,0,5616.0113625,0.0,5616.0113625,161.44410822854366,882.75,300.0,-2.3953582285436426,2114.5024762469006,0.0,2114.5024762469006,7730.5138387469015
12163-0,12,42.4,158.59132,0.0,0.0,0.0,158.59132,0.0,0.0,45.0,0.0,0,6724.271968,0.0,6724.271968,156.08037352224508,1060.0,300.0,2.5109464777549135,0.0,753.2839433264741,753.2839433264741,7477.555911326474
12163-0,13,42.4,158.49583,0.0,0.0,0.0,158.49583,0.0,0.0,45.0,0.0,0,6720.223192,0.0,6720.223192,161.49658371668397,1060.0,300.0,-3.0007537166839597,3180.798939684997,0.0,3180.798939684997,9901.022131684997
12163-0,14,41.16,158.36702,0.186,0.186,0.0,158.18102,0.0,0.0,45.0,0.0,0,6510.730783199999,0.0,6510.730783199999,161.47371816791727,1029.0,300.0,-3.1066981679172727,3196.7924147868735,0.0,3196.7924147868735,9707.523197986873
12163-0,15,41.16,158.9862,0.186,0.186,0.0,158.8002,0.0,0.0,45.0,0.0,0,6536.216231999999,0.0,6536.216231999999,161.5248172498113,1029.0,300.0,-2.5386172498112956,2612.237150055823,0.0,2612.237150055823,9148.45338205582
