round,split,cid,local_num_layers,global_num_layers,model_rate,hetero_fedavg,inclusive_fl,spa_hfl,spc,pattern_weighted_residual_heads,fedprox,fedprox_mu,loss,forecast_accuracy,mse,rmse,mae,r2,nrmse,round_train_time_seconds,round_evaluate_time_seconds,round_total_time_seconds,align_train_loss,align_train_rmse,latent_mean_norm
1,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00014622023455694786,0.5545751942872779,0.009314700961112976,0.09651269844488328,0.06520204246044159,0.5066802797121076,0.4454248057127222,3.6565611362457275,,,,,
1,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001332236077736184,0.0,0.08462914824485779,0.2909108939948069,0.2753528356552124,-3.6730944804216277,2.2893060506774496,,0.20037135994061828,4.567352493992075,,,
2,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.073585617430638e-05,0.6260987999051466,0.005789516493678093,0.07608887233806329,0.04434462636709213,0.6933907474134484,0.37390120009485345,3.4867303371429443,,,,,
2,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004412303916620512,0.0,0.027870409190654755,0.1669443296151587,0.14823725819587708,-0.5390078984264807,1.3467343278969044,,0.13099561794660985,4.302353884093463,,,
3,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.852109187092247e-05,0.6520285171582363,0.005007407162338495,0.07076303528211954,0.042373064905405045,0.7348145571702773,0.34797148284176377,3.4698214530944824,,,,,
3,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003057198923017712,0.0,0.019224142655730247,0.13865115454164184,0.11712696403265,-0.06156877557229143,1.144639437708749,,0.08417210006155074,4.1081902529112995,,,
4,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.883567934379881e-05,0.6678092488826006,0.004379818681627512,0.06618019856140893,0.03741324692964554,0.7680509294052766,0.3321907511173994,3.421137809753418,,,,,
4,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00025850279061826186,0.0,0.016215983778238297,0.12734199534418447,0.10321039706468582,0.10453787373634549,1.056520755589897,,0.0975984160322696,4.224934079917148,,,
5,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.113165152610716e-05,0.6661214127321312,0.0045430161990225315,0.06740190055942437,0.03735817223787308,0.7594083752083522,0.3338785872678688,3.457388162612915,,,,,
5,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00020165126510145745,0.043730580177093525,0.012613022699952126,0.11230771433856236,0.08206119388341904,0.30348359676792247,0.9562694198229065,,0.1069930309895426,4.132637105882168,,,
6,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.597272418417755e-05,0.678183823079278,0.004208680242300034,0.06487434194117142,0.03373729810118675,0.7771141271367827,0.32181617692072195,3.4412002563476562,,,,,
6,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001844439254461849,0.08686824690322648,0.011529977433383465,0.10737773248389754,0.07542857527732849,0.36329183521663966,0.9131317530967735,,0.10791677609086037,4.23459361679852,,,
7,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.283627578333717e-05,0.6852620458877972,0.004013276193290949,0.06335042378146297,0.031383637338876724,0.7874627897546926,0.3147379541122028,3.5859978199005127,,,,,
7,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001721589598315258,0.11969803559901449,0.010751942172646523,0.10369157233182706,0.07191988825798035,0.4062569799966165,0.8803019644009855,,0.08879487589001656,4.268371120095253,,,
8,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.17756258761759e-05,0.6855943587777052,0.003942977637052536,0.06279313367759676,0.03152972459793091,0.7911868248468988,0.31440564122229475,3.512113094329834,,,,,
8,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001613060853709161,0.1540059910086784,0.010057126171886921,0.1002852240955113,0.06667134165763855,0.44462787043798935,0.8459940089913216,,0.08820046996697783,4.175501883029938,,,
9,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.313073649217183e-05,0.6683887291346238,0.004029386676847935,0.06347745014450355,0.03485414385795593,0.7866182091749032,0.33161127086537623,3.389388084411621,,,,,
9,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00014978877910007236,0.19786788229055252,0.009335128590464592,0.09661846919955104,0.06340229511260986,0.484500098499019,0.8021321177094475,,0.10152491903863847,4.349852366140112,,,
10,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.47137727592201e-05,0.6794846252826758,0.004126051440834999,0.06423434782758364,0.03228440135717392,0.781493652606219,0.32051537471732416,3.479313611984253,,,,,
10,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001465128743205301,0.2235628570937569,0.00913003645837307,0.0955512242641248,0.062094710767269135,0.4958353173480399,0.7764371429062431,,0.11150990496389568,4.192885510856286,,,
11,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.104764566363596e-05,0.6867727750001288,0.003886641003191471,0.06234293065930949,0.029478760436177254,0.7941706837414698,0.3132272249998712,3.4690892696380615,,,,,
11,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001413344378399588,0.23987753376213083,0.008804005570709705,0.09382966253115113,0.060628585517406464,0.5138377390817608,0.7601224662378692,,0.07167485496029258,4.270527469925582,,,
12,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.888694568532308e-05,0.68780603785241,0.0037626815028488636,0.061340700214856235,0.03128622844815254,0.8007380381035512,0.31219396214759004,3.566873550415039,,,,,
12,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00013744458853586638,0.2645316842179781,0.00855506956577301,0.0924936190543597,0.058966364711523056,0.5275904932194191,0.7354683157820219,,0.08634161110967398,4.213322330033407,,,
13,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.623964509255016e-05,0.694586554304148,0.003589167259633541,0.05990965915137175,0.02869628369808197,0.8099280776674808,0.30541344569585205,3.4368772506713867,,,,,
13,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00013501312240387183,0.26764300210692005,0.008404552936553955,0.09167634883956688,0.057772643864154816,0.5358992752599098,0.73235699789308,,0.09637969918549061,4.153341561090201,,,
14,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5637332498832554e-05,0.7019537523663227,0.0035524265840649605,0.059602236401539166,0.025312671437859535,0.8118717865760092,0.29804624763367726,3.4425151348114014,,,,,
14,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00012999754840929578,0.28071980501582516,0.008092263713479042,0.0899570103631676,0.05588586628437042,0.5531466454401844,0.7192801949841748,,0.10425540385767817,4.1067322480957955,,,
15,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.387020100010332e-05,0.7022054050205127,0.0034456425346434116,0.058699595694037036,0.026155464351177216,0.8175281830764795,0.29779459497948735,3.5251641273498535,,,,,
15,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00012515364990880093,0.2879144458781949,0.007793502416461706,0.08828081567623686,0.05444781109690666,0.5696429276692878,0.7120855541218051,,0.09867570106871426,4.194874472916126,,,
16,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.389801907335796e-05,0.7037489742263143,0.003438435960561037,0.058638178353023866,0.026588819921016693,0.817909633028947,0.2962510257736857,3.476846694946289,,,,,
16,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0001220374115756339,0.2974079813959435,0.0076053934171795845,0.08720890675372318,0.05445456504821777,0.5800310369805592,0.7025920186040565,,0.09977998887188733,4.145827058004215,,,
17,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.330209826896969e-05,0.7046881906166571,0.0034053558483719826,0.058355426897350196,0.026530031114816666,0.819661719476889,0.2953118093833429,3.4557416439056396,,,,,
17,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00012362182424732296,0.2950403506036253,0.007709690369665623,0.08780484251831229,0.05614054948091507,0.5742728229650587,0.7049596493963747,,0.09635668899863958,4.237951354123652,,,
18,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.371517530638664e-05,0.7049853410696814,0.0034236060455441475,0.058511588984953636,0.025446681305766106,0.8186958279154317,0.29501465893031864,3.421670913696289,,,,,
18,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00012739570193908147,0.2893758395760352,0.00794285535812378,0.08912269833282528,0.056347452104091644,0.5613980561121039,0.7106241604239648,,0.1042256560176611,4.230861051939428,,,
19,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.271089174427767e-05,0.710474384664304,0.003371012397110462,0.05806042022850388,0.02435290813446045,0.8214785890453198,0.28952561533569604,3.47186017036438,,,,,
19,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00012289405966952553,0.3055841666485767,0.007659560535103083,0.08751891529894028,0.054613757878541946,0.5770431906081215,0.6944158333514233,,0.09281953587196767,4.091513505904004,,,
20,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.1718882240980224e-05,0.7073048201908629,0.0032870101276785135,0.05733245265709913,0.023631557822227478,0.8259300529647151,0.2926951798091371,3.433718204498291,,,,,
20,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011754777736241256,0.31453128821653054,0.007338789291679859,0.08566673386840343,0.05483528971672058,0.5947551178747815,0.6854687117834695,,0.105885662836954,4.309826563112438,,,
21,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.209465017899196e-05,0.7088790522319726,0.0033169297967106104,0.057592792923339034,0.024488989263772964,0.8243446760760733,0.2911209477680275,3.5539379119873047,,,,,
21,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011884626479810354,0.31781991411848,0.007419732864946127,0.0861378712585012,0.05508217588067055,0.5902873176434441,0.68218008588152,,0.09316074219532311,4.298886294942349,,,
22,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.514753850798353e-05,0.7056242811203876,0.0035026452969759703,0.05918315044821432,0.025310762226581573,0.814507666114051,0.29437571887961245,3.544152021408081,,,,,
22,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011709398448970304,0.31169702855533,0.007306758314371109,0.08547957834694267,0.05392765253782272,0.5965217894885322,0.68830297144467,,0.1063439049758017,4.134591904934496,,,
23,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.90758864207839e-05,0.7181874609215316,0.00311273499391973,0.05579189003717055,0.022324789315462112,0.8351582386008124,0.28181253907846837,3.5162649154663086,,,,,
23,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011817167157311799,0.30921025364898624,0.007380292750895023,0.0859086302468793,0.054825641214847565,0.5924607055670732,0.6907897463510138,,0.11894416715949774,4.201212368905544,,,
24,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9164898491896687e-05,0.7141016468976036,0.0031440143939107656,0.05607151142880639,0.02218625694513321,0.833503668161195,0.28589835310239636,3.531951427459717,,,,,
24,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011635878731761753,0.315162899784998,0.007271334994584322,0.08527212319735168,0.054485104978084564,0.598477390655415,0.684837100215002,,0.09350786893628538,4.237461423035711,,,
25,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.603713555297729e-05,0.7011938421228046,0.00357827078551054,0.05981864914481553,0.027386460453271866,0.810503182757061,0.2988061578771955,3.40968918800354,,,,,
25,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011193590043815093,0.32114557036450986,0.006999592296779156,0.08366356612516081,0.05427473410964012,0.6134807840785541,0.6788544296354901,,0.10106778284534812,4.147914021043107,,,
26,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.010437765161417e-05,0.7141601040768425,0.003204288659617305,0.0566064365564315,0.02095470391213894,0.8303101125826773,0.2858398959231575,3.566638231277466,,,,,
26,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011653699028394082,0.3107785956686451,0.007285800762474537,0.085356902254443,0.0564703606069088,0.5976783566964827,0.6892214043313549,,0.09767598891630769,4.207861772039905,,,
27,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7789368859998466e-05,0.7199761409563041,0.0030505582690238953,0.05523185918492963,0.022021839395165443,0.8384512142527222,0.28002385904369587,3.5308220386505127,,,,,
27,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00010915365978767257,0.32156489175449476,0.006826532073318958,0.08262283021852349,0.05319210886955261,0.6230351415646742,0.6784351082455052,,0.09936653589829803,4.180651891045272,,,
28,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.110072676926899e-05,0.7153283236250054,0.0032516818027943373,0.05702351973347784,0.023315414786338806,0.8277982227641164,0.28467167637499463,3.4510765075683594,,,,,
28,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011234933684904065,0.3125890265087481,0.007037903182208538,0.08389221168981384,0.05649326741695404,0.6113639400410755,0.6874109734912519,,0.1081712159793824,4.19315459090285,,,
29,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.3194890540519365e-05,0.7034575762348909,0.0033972247038036585,0.05828571612156497,0.02511187642812729,0.8200930805880501,0.29654242376510914,3.5112061500549316,,,,,
29,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00011612048826957633,0.2980340132451752,0.007277410011738539,0.08530773711533168,0.05839543417096138,0.5981350438263165,0.7019659867548248,,0.10610691900365055,4.227688888087869,,,
30,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.811214605786023e-05,0.7173906029664324,0.0030758357606828213,0.05546021782036942,0.023102479055523872,0.837113793528802,0.2826093970335676,3.519376754760742,,,,,
30,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00010640001651851365,0.32903070373349996,0.006665532477200031,0.08164271233368005,0.05417868122458458,0.6319233474055934,0.6709692962665,,0.08650763798505068,4.215938651934266,,,
31,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.878746822996132e-05,0.718005720495462,0.003114568768069148,0.05580832167400439,0.022286290302872658,0.8350617180541606,0.2819942795045381,3.4898314476013184,,,,,
31,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00010617197788073488,0.31781119906935906,0.006660967133939266,0.08161474826242661,0.054426565766334534,0.6321717611553992,0.6821888009306409,,0.11826185695827007,4.1780737929511815,,,
32,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9706380691273306e-05,0.7157915439092872,0.0031700902618467808,0.05630355461111475,0.021965425461530685,0.8321209470577102,0.2842084560907128,3.541006326675415,,,,,
32,val,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00010620840199726776,0.32308314398138893,0.006667463108897209,0.08165453513980231,0.05460900440812111,0.6318140540712713,0.6769168560186111,,0.1144614911172539,4.251501500140876,,,
33,train,12165-0,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.952474672760507e-05,0.7149704149603511,0.003159451764076948,0.056209000739000405,0.022224435582756996,0.8326856824222139,0.285029585039649,3.468388795852661,,,,,
